debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number
1728667041067723,Ayu Halimah,perempuan,"Maluku, 14-10-1992",31,"Jl. Pacuan Kuda No. 267
Sawahlunto, Kepulauan Bangka Belitung 82178",82178,2,18,Cerai hidup,Buruh,Perum Mulyani Andriani Tbk,+62 (081) 665 1779
8036929407579055,"Puti Yulia Firmansyah, S.IP",laki-laki,"Kalimantan Selatan, 06-06-1972",51,"Gg. Laswi No. 27
Sukabumi, Kalimantan Timur 56454",56454,13,13,Cerai hidup,Pegawai Negeri,UD Novitasari,+62 (396) 304 1620
2953380606645250,R. Hilda Rajasa,laki-laki,"Maluku Utara, 04-11-1976",47,"Gang Erlangga No. 3
Tomohon, Sumatera Barat 89890",89890,10,14,Cerai hidup,Pegawai Swasta,Perum Permadi Lailasari,+62 (027) 034 1442
5543611346272065,"Drs. Teguh Nugroho, S.H.",perempuan,"Nusa Tenggara Barat, 21-01-1960",63,"Jl. S. Parman No. 496
Batam, KS 58048",58048,20,6,Cerai mati,Pengusaha,CV Prayoga Thamrin,+62 (16) 322-8345
6986685384311379,"Hj. Kayla Yulianti, S.Pd",perempuan,"Kepulauan Bangka Belitung, 20-03-1999",24,"Jl. S. Parman No. 22
Bengkulu, ST 78127",78127,17,8,Cerai mati,Pegawai Swasta,PT Namaga Astuti (Persero) Tbk,+62 (029) 584-3434
9916310001574401,Cager Tamba,perempuan,"Sulawesi Selatan, 18-12-1964",59,"Jl. Siliwangi No. 91
Metro, SU 53113",53113,5,4,Cerai mati,Buruh,PD Manullang Pradipta,+62-01-163-7044
3047466811618701,Maria Natsir,perempuan,"Jawa Tengah, 04-06-1978",45,"Gang Stasiun Wonokromo No. 61
Mojokerto, Papua Barat 10147",10147,12,14,Menikah,Buruh,UD Namaga Kuswoyo,+62 (0511) 967 9590
2691632775008711,Purwanto Mangunsong,laki-laki,"Riau, 08-06-1990",33,"Gang Rajawali Barat No. 046
Jambi, PB 72086",72086,5,9,Belum menikah,Profesional,CV Nashiruddin,+62-004-509-0223
1743344053930644,"Lamar Budiyanto, S.T.",laki-laki,"Jawa Tengah, 16-09-1991",32,"Gang Jamika No. 99
Meulaboh, Kalimantan Selatan 26255",26255,5,2,Cerai hidup,Pegawai Swasta,Perum Riyanti Firgantoro Tbk,+62 (971) 915 4020
1697974383654830,T. Satya Latupono,perempuan,"Sulawesi Utara, 12-04-1974",49,"Jl. Peta No. 558
Bengkulu, LA 99793",99793,9,12,Belum menikah,Pegawai Negeri,UD Prakasa Halim,+62 (42) 557-2512
6637533793986493,Ami Maryati,laki-laki,"Banten, 10-04-1978",45,"Jalan Jend. Sudirman No. 929
Cilegon, SU 31034",31034,6,15,Belum menikah,Profesional,PD Kuswandari Sudiati,+62 (063) 601-1766
2754524869792534,Aurora Lazuardi,laki-laki,"Kalimantan Selatan, 31-05-1992",31,"Jalan Surapati No. 4
Sawahlunto, Bengkulu 31139",31139,16,5,Cerai mati,Profesional,PD Fujiati,+62 (006) 679 4478
2410200428307190,Dewi Rahayu,laki-laki,"Sulawesi Tengah, 22-02-1986",37,"Jl. Moch. Toha No. 25
Cimahi, DKI Jakarta 36653",36653,11,19,Belum menikah,Pegawai Swasta,PD Hassanah Nasyidah Tbk,+62 (0118) 833-1072
6381813995177581,Zelaya Prasetyo,laki-laki,"Nusa Tenggara Timur, 20-06-1969",54,"Jl. Astana Anyar No. 9
Malang, Sulawesi Tengah 12033",12033,11,9,Menikah,Profesional,Perum Agustina Salahudin,+62 (612) 901 3660
5805899534000170,"Dr. Silvia Hutasoit, S.Gz",perempuan,"DI Yogyakarta, 15-04-1982",41,"Gang W.R. Supratman No. 454
Medan, KB 62741",62741,7,5,Menikah,Pengusaha,PT Narpati Tbk,+62 (841) 861 2898
7997375169549916,"Virman Habibi, S.I.Kom",perempuan,"Sumatera Utara, 27-01-1992",31,"Gang Rajiman No. 8
Yogyakarta, DI Yogyakarta 82591",82591,7,10,Cerai hidup,Pegawai Negeri,UD Uyainah (Persero) Tbk,+62-077-507-1384
8228746151393572,H. Ibrani Haryanto,perempuan,"Riau, 22-01-1989",34,"Gg. Kiaracondong No. 9
Sawahlunto, ST 17867",17867,14,15,Cerai mati,Profesional,Perum Januar Prasasta (Persero) Tbk,+62 (005) 886-2059
7601699139578140,"Makuta Zulkarnain, S.Gz",laki-laki,"Kepulauan Riau, 05-07-1995",28,"Gg. Suryakencana No. 11
Sibolga, MU 54615",54615,7,20,Cerai hidup,Pegawai Swasta,Perum Fujiati Haryanto (Persero) Tbk,+62-0797-682-8009
8896237757232000,"Ira Nurdiyanti, S.Ked",perempuan,"Sulawesi Utara, 05-02-1960",63,"Jalan Ahmad Dahlan No. 126
Ternate, LA 62871",62871,20,13,Menikah,Profesional,Perum Suwarno,+62 (494) 030-3815
6808988848903857,"R. Gangsa Sihotang, M.Farm",perempuan,"Kalimantan Selatan, 31-03-1989",34,"Jalan Astana Anyar No. 88
Tebingtinggi, Sumatera Barat 21858",21858,16,1,Cerai hidup,Pegawai Negeri,PT Prabowo Hutasoit (Persero) Tbk,+62 (0014) 936-0528
4315761915279718,Lalita Dabukke,perempuan,"Sulawesi Utara, 10-08-1976",47,"Jalan Tebet Barat Dalam No. 40
Bekasi, SU 33352",33352,14,1,Belum menikah,Buruh,PD Pratiwi,+62-028-400-8772
6726008333972100,"Galiono Narpati, S.E.I",perempuan,"Papua Barat, 31-07-1974",49,"Jl. M.H Thamrin No. 785
Tual, PB 87780",87780,8,6,Menikah,Pengusaha,CV Yuniar (Persero) Tbk,+62-066-760-3499
9413150634841485,Melinda Winarno,perempuan,"Lampung, 22-05-1960",63,"Jl. Dipenogoro No. 96
Solok, LA 66870",66870,19,10,Cerai hidup,Pegawai Negeri,UD Hartati,+62 (0607) 709-0891
1204155705717185,Dr. Agnes Wijaya,perempuan,"Nusa Tenggara Barat, 12-06-1995",28,"Gg. Ciumbuleuit No. 2
Sungai Penuh, SR 64765",64765,19,9,Menikah,Pengusaha,Perum Wahyudin (Persero) Tbk,+62 (45) 985-1519
1544745215533861,Cindy Lestari,laki-laki,"Kepulauan Bangka Belitung, 16-05-1991",32,"Jl. Rawamangun No. 3
Subulussalam, Sumatera Selatan 50765",50765,12,7,Belum menikah,Pengusaha,CV Maulana Simanjuntak,+62-84-726-5213
9706601180624226,Jayeng Pranowo,laki-laki,"Sumatera Utara, 04-02-2000",23,"Gg. Jamika No. 9
Bontang, KU 34931",34931,19,14,Belum menikah,Buruh,CV Mandala Tbk,+62 (97) 114-6994
1194133947611826,"Victoria Siregar, S.Psi",perempuan,"Kalimantan Utara, 19-04-1969",54,"Jl. Jakarta No. 2
Probolinggo, PA 53413",53413,2,3,Menikah,Pengusaha,PT Marpaung,+62-043-372-2147
3128523832069157,Raihan Pudjiastuti,perempuan,"Sulawesi Barat, 12-02-1993",30,"Gg. Joyoboyo No. 747
Pangkalpinang, Gorontalo 14474",14474,13,3,Cerai mati,Pegawai Swasta,CV Kuswandari Natsir Tbk,+62 (102) 383 8068
5687938642805387,Jarwa Yuniar,laki-laki,"Gorontalo, 16-06-1977",46,"Gang W.R. Supratman No. 002
Pekalongan, SU 51262",51262,20,10,Belum menikah,Profesional,PD Simanjuntak Aryani Tbk,+62 (295) 350 8710
9913725466039147,Kuncara Saputra,laki-laki,"Sulawesi Tengah, 27-08-1977",46,"Gang Rajawali Timur No. 30
Mojokerto, Kalimantan Selatan 32640",32640,8,7,Cerai mati,Pengusaha,CV Agustina (Persero) Tbk,+62-998-790-9410
6654392852900733,"Hj. Titin Halimah, M.Farm",perempuan,"Maluku Utara, 08-05-1992",31,"Jalan Suniaraja No. 275
Bogor, DI Yogyakarta 71653",71653,6,18,Cerai hidup,Profesional,Perum Usada Yuniar,+62-01-338-8173
9782013101865632,"Bahuraksa Uwais, S.E.I",laki-laki,"Bali, 15-02-1972",51,"Jalan Raya Ujungberung No. 871
Bandung, GO 52278",52278,18,19,Cerai hidup,Pengusaha,PT Pratama Pratama (Persero) Tbk,+62 (20) 097 0646
6761343484472600,Rahmi Anggraini,laki-laki,"Sulawesi Selatan, 07-12-1998",25,"Gg. Joyoboyo No. 3
Bitung, Papua 50475",50475,6,2,Cerai mati,Buruh,Perum Namaga,+62-0697-840-0763
5495061388376207,drg. Vanesa Rahimah,perempuan,"Jawa Timur, 12-09-1973",50,"Gg. Jakarta No. 16
Langsa, Papua 90211",90211,1,4,Belum menikah,Profesional,Perum Firgantoro Aryani,+62-63-555-0892
2289628069806880,"Hj. Ellis Winarno, S.Gz",perempuan,"Kepulauan Riau, 24-01-1986",37,"Gg. KH Amin Jasuta No. 64
Langsa, ST 98175",98175,9,2,Menikah,Buruh,Perum Nasyiah Prakasa (Persero) Tbk,+62 (959) 724-5101
3430492559940292,"Baktiono Pudjiastuti, S.Pd",perempuan,"Jawa Timur, 17-02-1972",51,"Gg. Sadang Serang No. 30
Tebingtinggi, Sulawesi Utara 31213",31213,17,14,Menikah,Pegawai Swasta,UD Maryati Nugroho,+62-484-048-3946
5839207551648226,Jais Manullang,laki-laki,"Sumatera Barat, 04-01-1998",25,"Gang Asia Afrika No. 06
Tual, DKI Jakarta 71244",71244,13,11,Cerai hidup,Buruh,UD Yulianti Nasyidah,+62-255-337-1569
4356139218946512,Zulfa Mangunsong,perempuan,"DI Yogyakarta, 19-02-1982",41,"Jl. Jakarta No. 45
Tanjungpinang, Sulawesi Selatan 36128",36128,17,14,Belum menikah,Buruh,PD Megantara Tbk,+62-739-589-4258
8597545078345397,"Keisha Saefullah, S.Kom",laki-laki,"Lampung, 07-06-1961",62,"Gg. Cikutra Barat No. 091
Kupang, Banten 12200",12200,17,6,Cerai mati,Pengusaha,UD Nashiruddin Tbk,+62 (753) 374 1795
5928681332847523,Ulya Saptono,perempuan,"Jawa Timur, 05-02-1987",36,"Jl. Cempaka No. 14
Manado, Banten 91511",91511,19,8,Menikah,Pegawai Swasta,PT Maryati,+62 (454) 426 2607
6672646566351616,"Tantri Dongoran, M.Kom.",perempuan,"DKI Jakarta, 21-07-1965",58,"Jalan Moch. Toha No. 8
Padang, KB 45280",45280,18,7,Cerai hidup,Pegawai Swasta,UD Zulkarnain,+62-0941-703-4294
2414301652986148,Ani Novitasari,laki-laki,"Bali, 03-09-1962",61,"Gang Rumah Sakit No. 13
Padangpanjang, SG 48144",48144,4,19,Cerai hidup,Buruh,PT Irawan Habibi,+62 (075) 354-3401
1562601916259749,Parman Prasetyo,laki-laki,"Jambi, 27-12-1981",42,"Gang Pasir Koja No. 40
Pematangsiantar, SU 23094",23094,20,1,Belum menikah,Pengusaha,PT Hutapea,+62 (037) 245-8034
9206051894418783,Ana Rajata,laki-laki,"Bengkulu, 24-10-1968",55,"Jl. Astana Anyar No. 98
Tomohon, KS 57435",57435,10,1,Cerai mati,Pegawai Swasta,UD Rahmawati Tbk,+62 (027) 003-9128
4584637705601389,"Jono Pradana, S.Ked",perempuan,"Papua, 17-08-1972",51,"Gg. Gegerkalong Hilir No. 6
Batam, Papua 03413",03413,18,8,Belum menikah,Profesional,Perum Kuswoyo Tbk,+62 (0542) 452 6754
9460766331309193,Olivia Wahyudin,laki-laki,"Banten, 24-05-1980",43,"Jl. Kutisari Selatan No. 30
Yogyakarta, NB 12322",12322,17,3,Menikah,Pegawai Swasta,Perum Haryanti Lazuardi Tbk,+62 (09) 459 1966
8710040255875154,"KH. Damu Pranowo, S.Gz",laki-laki,"Sulawesi Tengah, 10-03-1966",57,"Jalan W.R. Supratman No. 7
Cilegon, BE 50509",50509,7,16,Cerai mati,Pengusaha,UD Wijaya Wahyuni Tbk,+62 (228) 935-8979
3495616338774557,"Kunthara Yuliarti, M.Pd",perempuan,"Sumatera Barat, 24-08-1975",48,"Jalan Ahmad Yani No. 6
Parepare, BT 24132",24132,12,19,Belum menikah,Profesional,PT Halimah Sitompul Tbk,+62 (213) 129 3938
9017337594690364,Dipa Marpaung,perempuan,"Maluku, 09-11-1981",42,"Jalan Astana Anyar No. 0
Salatiga, BT 73564",73564,7,1,Belum menikah,Pegawai Swasta,PT Mustofa Simbolon Tbk,+62 (21) 381 2094
8751950576026087,Kezia Habibi,laki-laki,"Lampung, 25-03-1980",43,"Gg. M.H Thamrin No. 648
Pekanbaru, BB 68842",68842,7,6,Menikah,Pegawai Swasta,CV Agustina,+62-31-819-9296
3027100511401720,Wadi Pertiwi,perempuan,"Gorontalo, 08-08-2000",23,"Gg. Suniaraja No. 63
Ternate, SU 65091",65091,8,1,Menikah,Pegawai Negeri,UD Santoso,+62 (57) 772 5196
9272985355263207,Silvia Permata,laki-laki,"Kepulauan Bangka Belitung, 01-08-1981",42,"Jalan Kutai No. 82
Jayapura, Kalimantan Selatan 92247",92247,16,14,Cerai hidup,Pegawai Swasta,UD Suwarno (Persero) Tbk,+62 (136) 534-4259
1253502000956769,Daniswara Maryati,perempuan,"Lampung, 20-07-1976",47,"Gang Erlangga No. 213
Sibolga, Sulawesi Selatan 57102",57102,2,7,Cerai hidup,Buruh,Perum Maryadi Halimah Tbk,+62 (0251) 237-4796
3309634117805243,"Jagapati Usamah, S.H.",perempuan,"Aceh, 07-09-1980",43,"Jalan Peta No. 572
Pangkalpinang, BA 90184",90184,5,4,Belum menikah,Pegawai Negeri,PD Saputra Puspasari Tbk,+62-10-073-7985
2941520320963373,Nadine Narpati,laki-laki,"Jawa Timur, 28-10-1982",41,"Jl. Sadang Serang No. 9
Manado, Kalimantan Barat 87421",87421,14,4,Cerai hidup,Pegawai Negeri,CV Sihombing Wibowo (Persero) Tbk,+62 (0926) 689-2872
8398345077959540,Indra Hidayat,laki-laki,"Riau, 30-10-1966",57,"Jl. Pasir Koja No. 181
Tebingtinggi, NB 72433",72433,11,17,Cerai hidup,Pegawai Swasta,Perum Santoso Namaga (Persero) Tbk,+62 (022) 893 6287
9376636712739881,Laila Damanik,perempuan,"Jambi, 12-12-1964",59,"Jalan Cikutra Timur No. 138
Pontianak, AC 46321",46321,14,20,Cerai mati,Pengusaha,PD Sitorus Tbk,+62-17-508-0510
6360451028897715,Belinda Mayasari,laki-laki,"Sulawesi Utara, 08-06-1975",48,"Jl. KH Amin Jasuta No. 771
Sawahlunto, Jawa Timur 42692",42692,13,3,Belum menikah,Pegawai Swasta,UD Prasetya Nashiruddin Tbk,+62 (076) 768 7139
4199093192753729,"R.M. Tomi Widiastuti, M.Kom.",perempuan,"Lampung, 12-04-1976",47,"Jalan Suryakencana No. 19
Cilegon, Nusa Tenggara Timur 79556",79556,17,18,Belum menikah,Buruh,PD Budiman Simbolon,+62-007-039-9895
5227887461934121,"Emong Tarihoran, S.Kom",laki-laki,"Nusa Tenggara Barat, 06-12-1994",29,"Gang Bangka Raya No. 115
Kendari, Bengkulu 41087",41087,12,20,Cerai hidup,Profesional,Perum Wulandari Puspasari,+62 (943) 596-3069
2364623596718286,Sari Santoso,laki-laki,"Lampung, 06-11-1961",62,"Gang BKR No. 304
Serang, Sulawesi Barat 29094",29094,19,17,Cerai mati,Pegawai Negeri,UD Sihombing (Persero) Tbk,+62 (0281) 056-8879
1940043896359121,Laksana Anggriawan,perempuan,"Sumatera Selatan, 07-08-1983",40,"Gg. Suniaraja No. 9
Manado, Kalimantan Utara 13706",13706,16,16,Menikah,Pegawai Swasta,CV Hutagalung Lazuardi Tbk,+62 (028) 015 1146
7821604510811723,Kusuma Sihombing,laki-laki,"Sulawesi Barat, 19-12-1995",28,"Gg. Astana Anyar No. 53
Tangerang, PA 55738",55738,3,7,Cerai mati,Profesional,PT Winarno Prastuti,+62 (817) 751 5457
1350432495656683,Hardana Hidayat,perempuan,"Sulawesi Utara, 12-04-1974",49,"Jalan Raya Ujungberung No. 324
Kota Administrasi Jakarta Selatan, Kalimantan Timur 95788",95788,5,5,Belum menikah,Pegawai Swasta,CV Thamrin Oktaviani (Persero) Tbk,+62 (410) 530-2713
6265687012515339,"Dr. Daru Wahyudin, S.E.I",laki-laki,"Maluku, 13-02-1975",48,"Jl. Waringin No. 38
Sorong, AC 45649",45649,6,10,Cerai mati,Pegawai Swasta,CV Usada (Persero) Tbk,+62 (99) 529 7633
7345291306759538,"Ana Gunarto, S.Gz",laki-laki,"Kepulauan Riau, 10-04-1973",50,"Gang Pacuan Kuda No. 30
Malang, Jawa Tengah 05098",05098,4,4,Menikah,Buruh,Perum Putra,+62 (0476) 665-6670
3945779065808547,"H. Yoga Gunawan, S.Kom",perempuan,"Banten, 27-07-1993",30,"Gang Tebet Barat Dalam No. 24
Mataram, SS 66971",66971,6,4,Menikah,Buruh,UD Sinaga Anggriawan Tbk,+62 (58) 289-9725
5614849037199920,"Puti Sakura Pudjiastuti, S.T.",laki-laki,"Maluku Utara, 12-10-1978",45,"Jalan H.J Maemunah No. 255
Tanjungpinang, Maluku 57187",57187,18,1,Menikah,Buruh,PT Laksmiwati Prastuti Tbk,+62-083-687-0123
5154278092968129,Hendra Safitri,perempuan,"Sumatera Selatan, 28-05-1968",55,"Jalan Raya Ujungberung No. 84
Bontang, Riau 93727",93727,2,3,Cerai hidup,Buruh,UD Fujiati Wastuti (Persero) Tbk,+62 (057) 118-2164
9260435731803832,Tgk. Cinta Hutapea,laki-laki,"Maluku, 08-11-1969",54,"Jl. H.J Maemunah No. 16
Prabumulih, SR 94692",94692,1,5,Cerai mati,Pegawai Negeri,CV Hasanah,+62 (99) 992-5637
5947253645098639,Bahuraksa Uyainah,perempuan,"DKI Jakarta, 16-08-1965",58,"Jl. HOS. Cokroaminoto No. 952
Probolinggo, Kepulauan Riau 08041",08041,2,1,Cerai mati,Pengusaha,UD Adriansyah,+62-050-270-4793
8388900337192455,Jelita Purwanti,perempuan,"Papua, 30-06-1960",63,"Gang Cihampelas No. 9
Bukittinggi, JA 93903",93903,6,4,Cerai hidup,Pegawai Swasta,PD Mahendra,+62 (028) 671 2141
4313455883870997,Yono Kuswoyo,laki-laki,"Sumatera Utara, 28-04-1996",27,"Jl. Sukajadi No. 064
Blitar, SG 51371",51371,1,18,Belum menikah,Pengusaha,Perum Kuswoyo (Persero) Tbk,+62-0368-541-4530
2635210438115215,Lalita Suryono,laki-laki,"Kalimantan Selatan, 13-01-2000",23,"Jl. PHH. Mustofa No. 930
Cirebon, BT 58617",58617,6,11,Cerai mati,Profesional,PT Wijaya,+62 (11) 729-2230
1711476803720557,Ridwan Suwarno,laki-laki,"Sumatera Barat, 12-04-1965",58,"Gang Rungkut Industri No. 8
Cilegon, Kepulauan Riau 15173",15173,1,12,Belum menikah,Buruh,UD Kusumo Hutapea,+62 (282) 448-9341
8226486305245939,Yani Wasita,laki-laki,"Sulawesi Barat, 18-01-1990",33,"Gang Veteran No. 459
Payakumbuh, MU 39049",39049,19,19,Belum menikah,Profesional,UD Prasetyo Tbk,+62-457-513-2525
4458988678680242,Cawisadi Maheswara,laki-laki,"Jawa Barat, 19-06-1968",55,"Jalan Kutai No. 72
Padangpanjang, SG 38676",38676,14,6,Cerai hidup,Pegawai Swasta,Perum Damanik Tbk,+62-018-542-6778
2571157905143755,"Enteng Budiman, S.Psi",perempuan,"Riau, 02-05-1968",55,"Gg. Ahmad Yani No. 06
Lubuklinggau, MU 92796",92796,7,4,Cerai hidup,Pengusaha,Perum Sihotang,+62 (0718) 900 0146
1308849301970417,Laras Ramadan,perempuan,"Sulawesi Barat, 06-12-1978",45,"Gg. Setiabudhi No. 0
Padang Sidempuan, Jawa Tengah 88784",88784,7,20,Cerai hidup,Pegawai Swasta,Perum Nasyiah Suryono,+62-0663-783-4055
7735483559095272,Darsirah Januar,laki-laki,"Kalimantan Selatan, 08-02-1990",33,"Jalan Pelajar Pejuang No. 26
Lhokseumawe, SR 90732",90732,15,18,Belum menikah,Pegawai Swasta,UD Nasyidah Yolanda,+62 (022) 450 3119
1575259215567712,"Raisa Yolanda, S.I.Kom",laki-laki,"Kalimantan Utara, 23-07-2000",23,"Jalan Veteran No. 96
Bandung, Aceh 35189",35189,14,11,Belum menikah,Pengusaha,CV Saptono Damanik (Persero) Tbk,+62 (389) 377-8600
2665480642853276,Banara Tamba,perempuan,"Gorontalo, 09-12-1978",45,"Jl. Suryakencana No. 1
Denpasar, KS 20153",20153,12,15,Menikah,Pegawai Negeri,PD Prastuti (Persero) Tbk,+62 (088) 171-3200
5850538608955640,Tania Natsir,perempuan,"Riau, 23-08-1996",27,"Gg. Ahmad Dahlan No. 5
Padang, Kalimantan Timur 28548",28548,20,10,Cerai mati,Pengusaha,CV Novitasari,+62 (092) 078-6914
4407828891035612,Fathonah Wahyudin,perempuan,"Jambi, 28-07-1967",56,"Gang K.H. Wahid Hasyim No. 02
Tidore Kepulauan, Riau 17249",17249,6,10,Menikah,Pegawai Negeri,PD Kusmawati,+62 (0844) 563-0261
6941419023080520,Dalima Suryono,laki-laki,"Lampung, 09-03-1960",63,"Jalan Cikutra Timur No. 0
Bandar Lampung, Aceh 19691",19691,12,10,Menikah,Profesional,PD Nasyidah Kuswandari (Persero) Tbk,+62-018-971-2218
9063843933532843,"Dr. Jane Firmansyah, M.Kom.",laki-laki,"Sumatera Barat, 07-07-1967",56,"Jl. Laswi No. 90
Padang Sidempuan, MU 73630",73630,1,11,Belum menikah,Profesional,CV Winarsih Zulkarnain,+62 (083) 162 0196
8952443702749394,Cut Queen Prayoga,perempuan,"Maluku, 22-08-1990",33,"Gang Cikapayang No. 919
Prabumulih, BE 88959",88959,17,15,Cerai mati,Pegawai Swasta,UD Uwais Tbk,+62-97-421-3680
4915871536453615,Cinta Palastri,perempuan,"Maluku, 20-05-1994",29,"Jl. Gegerkalong Hilir No. 231
Langsa, KT 29984",29984,20,10,Cerai hidup,Pengusaha,PD Puspasari,+62 (709) 668 3972
8713109394218663,Hj. Rahayu Andriani,laki-laki,"Maluku, 12-12-1989",34,"Gg. Sukajadi No. 1
Banjar, Sulawesi Tengah 98297",98297,18,8,Menikah,Pegawai Swasta,UD Permata (Persero) Tbk,+62-04-866-4343
9749619187585478,Praba Laksita,laki-laki,"Sulawesi Utara, 17-08-1999",24,"Jalan Ronggowarsito No. 9
Surakarta, KS 54281",54281,15,5,Cerai mati,Pegawai Swasta,CV Pranowo Hutasoit Tbk,+62-074-631-5152
4452000096459458,"R. Purwa Halim, S.Ked",laki-laki,"Jambi, 18-11-1991",32,"Gang Kutai No. 2
Pagaralam, KB 70533",70533,15,7,Cerai mati,Buruh,PT Hutagalung Maulana (Persero) Tbk,+62 (096) 349 9347
7526986833426382,drg. Vanesa Pradana,perempuan,"Aceh, 21-04-1968",55,"Gg. Setiabudhi No. 0
Pasuruan, Sulawesi Selatan 32227",32227,16,16,Menikah,Buruh,PD Saptono (Persero) Tbk,+62 (0699) 636 4846
1982614736429158,"Drs. Winda Salahudin, S.Pt",perempuan,"Sulawesi Selatan, 24-03-1970",53,"Gg. Siliwangi No. 48
Mataram, Maluku Utara 03911",03911,17,20,Cerai hidup,Buruh,CV Anggraini (Persero) Tbk,+62 (0894) 052-0838
7901454871118012,"Hadi Handayani, S.Kom",laki-laki,"Maluku Utara, 03-08-1973",50,"Gang Pasirkoja No. 8
Kupang, Sulawesi Utara 00857",00857,10,17,Belum menikah,Profesional,PT Saragih,+62 (043) 772-5739
6075373335399122,"Drs. Virman Anggriawan, S.T.",perempuan,"Papua, 24-10-1984",39,"Gang Ir. H. Djuanda No. 4
Banjarbaru, Gorontalo 91611",91611,14,18,Menikah,Pegawai Negeri,PD Rahayu (Persero) Tbk,+62 (078) 365-9967
5216474073275220,Mala Pratiwi,perempuan,"Sulawesi Tenggara, 05-11-1985",38,"Jalan Lembong No. 5
Surabaya, Bali 92802",92802,17,17,Cerai mati,Pengusaha,PD Tamba Pertiwi Tbk,+62-087-545-0653
5356392559733785,"Bakijan Megantara, M.TI.",perempuan,"Bali, 11-11-1964",59,"Gang Kendalsari No. 262
Tasikmalaya, Papua 26661",26661,17,9,Cerai hidup,Pegawai Swasta,CV Tarihoran Tbk,+62 (0309) 253-3354
5343855463006240,"Drs. Queen Haryanto, S.Kom",laki-laki,"Sumatera Barat, 15-04-2000",23,"Gang Monginsidi No. 75
Serang, Kepulauan Bangka Belitung 67912",67912,2,7,Belum menikah,Pegawai Swasta,CV Prastuti (Persero) Tbk,+62 (0053) 999 1956
4618984524123230,Rina Suryatmi,laki-laki,"Papua, 11-04-1987",36,"Jl. Jakarta No. 98
Cirebon, Sumatera Utara 80635",80635,1,7,Belum menikah,Pegawai Swasta,CV Waluyo Tbk,+62-60-583-9654
7838892364952732,Irsad Najmudin,perempuan,"Maluku, 06-02-1980",43,"Jalan W.R. Supratman No. 8
Pasuruan, Aceh 41741",41741,3,13,Cerai mati,Pengusaha,PT Farida Tbk,+62 (268) 090-3701
4726696444836142,Mahesa Kuswandari,laki-laki,"Sumatera Barat, 07-03-1989",34,"Gg. HOS. Cokroaminoto No. 6
Bekasi, Nusa Tenggara Barat 48491",48491,10,2,Menikah,Pengusaha,Perum Uyainah Wastuti,+62 (41) 164 9902
2492339163523081,"Aurora Mardhiyah, S.Ked",laki-laki,"Jambi, 16-05-1978",45,"Jalan Waringin No. 92
Tangerang Selatan, YO 71496",71496,18,11,Menikah,Pegawai Swasta,UD Wasita (Persero) Tbk,+62 (0952) 601-4886
2509934663247962,"Tasnim Januar, S.IP",laki-laki,"Gorontalo, 02-06-1966",57,"Gg. Ciwastra No. 999
Banjarbaru, Sumatera Selatan 90708",90708,11,15,Cerai mati,Pegawai Negeri,Perum Hardiansyah,+62-598-406-1533
6568923703962385,"Dr. Cemeti Megantara, S.E.I",perempuan,"Gorontalo, 18-04-1979",44,"Jl. Gardujati No. 516
Pangkalpinang, Sumatera Barat 58282",58282,13,3,Menikah,Buruh,Perum Wahyudin Tbk,+62 (0375) 670-3756
6221675075390797,Mutia Lestari,laki-laki,"Kalimantan Timur, 21-07-1990",33,"Gg. Gegerkalong Hilir No. 652
Padang, SG 69488",69488,5,6,Belum menikah,Pengusaha,PD Mardhiyah Kuswandari Tbk,+62-47-502-3264
1609726199581478,Dr. Prabawa Mustofa,laki-laki,"Nusa Tenggara Timur, 27-07-1985",38,"Jalan K.H. Wahid Hasyim No. 89
Semarang, Nusa Tenggara Barat 65161",65161,4,1,Cerai hidup,Profesional,UD Hutagalung Mardhiyah,+62-554-933-5713
8601821244596200,Cengkal Setiawan,laki-laki,"Sumatera Selatan, 19-09-1984",39,"Jl. Jakarta No. 05
Pangkalpinang, Bengkulu 53266",53266,16,9,Cerai mati,Profesional,UD Usamah Saragih (Persero) Tbk,+62 (0607) 869-2965
8345929920286633,Adinata Hutapea,perempuan,"Sulawesi Utara, 27-09-1969",54,"Jalan Tubagus Ismail No. 162
Sorong, Sulawesi Utara 60699",60699,4,14,Cerai mati,Profesional,CV Saptono Tarihoran,+62 (220) 598-1294
6581475386819350,"Muni Utami, M.Kom.",perempuan,"Kepulauan Bangka Belitung, 17-11-1998",25,"Gg. Ciwastra No. 786
Banjarbaru, SU 98149",98149,19,13,Cerai mati,Pegawai Swasta,UD Permata Prabowo,+62 (73) 547-3953
1241490805799079,Cahyanto Riyanti,laki-laki,"Jawa Tengah, 15-10-1964",59,"Jalan Peta No. 7
Pangkalpinang, SR 45239",45239,13,10,Cerai mati,Pengusaha,CV Fujiati,+62 (0964) 277 0501
3112032335889162,Gantar Mayasari,laki-laki,"Nusa Tenggara Timur, 06-10-1993",30,"Jalan Ahmad Dahlan No. 32
Salatiga, NB 49492",49492,13,11,Cerai mati,Profesional,Perum Ramadan Nasyiah (Persero) Tbk,+62 (039) 632 8601
